user_id,average_tweets_daily,average_retweets_daily,average_hashtags,average_urls,average_followers,right_partiality,left_partiality,polarity,subjectivity,average_tweet_size,label,date
FORCEOFLIBERTY,0.7958115183246073,0.015706806282722512,0.932258064516129,0.8516129032258064,2214.874193548387,0.13870967741935483,0.15161290322580645,0.062082292539449795,0.3309414478890285,96.2741935483871,RightTroll,2016-01-11 00:00:00
FRANCESCADIAM,0.064,0.072,1.1176470588235294,0.5,66.20588235294117,0.08823529411764706,0.029411764705882353,0.04642379679144386,0.23135026737967915,89.61764705882354,RightTroll,2016-01-29 00:00:00
FRANCESCAVAND,1.37,0.08,0.696551724137931,0.18620689655172415,56.84827586206897,0.027586206896551724,0.027586206896551724,0.03182868556252177,0.2704414838035528,66.04827586206896,Fearmonger,2015-11-26 00:00:00
FRANCLANDEROS,0.015151515151515152,0.03535353535353535,1.1,0.2,98.5,0.0,0.1,-0.03,0.052500000000000005,78.4,HashtagGamer,2016-02-07 00:00:00
FREDYTHECREATOR,0.04739336492890995,0.12796208530805686,1.9189189189189189,0.7027027027027027,50.270270270270274,0.0,0.05405405405405406,0.032473382473382474,0.4019758394758395,83.75675675675676,Fearmonger,2015-11-26 00:00:00
FREEDISCUSS,757.0,0.0,0.16776750330250992,0.5931307793923382,17.963011889035666,0.026420079260237782,0.9247027741083224,0.08055963756508672,0.3172471529522389,128.557463672391,RightTroll,2015-06-14 00:00:00
FREEJEROMESMITH,2.0,0.0,1.5,2.0,0.0,0.0,0.0,0.3864583333333333,0.4583333333333333,137.5,LeftTroll,2016-09-28 00:00:00
FREIDA_HW,1.263157894736842,0.15789473684210525,0.2222222222222222,0.46296296296296297,62.425925925925924,0.0,0.018518518518518517,0.1179159318048207,0.4652226631393298,58.351851851851855,LeftTroll,2015-07-22 00:00:00
FRIEDADAISY,0.35185185185185186,0.2037037037037037,1.4333333333333333,0.3,56.3,0.03333333333333333,0.0,0.1562247474747475,0.27922979797979797,94.5,RightTroll,2016-01-29 00:00:00
FUKKKKHERR,0.16541353383458646,0.018796992481203006,1.4489795918367347,0.1836734693877551,61.30612244897959,0.02040816326530612,0.04081632653061224,0.08877357761286332,0.33079004329004336,82.48979591836735,RightTroll,2016-01-15 00:00:00
